time omega_ref omega alpha_ref  fwd
78,45927 0,5555555 0 33,28294 0
79,55515 0,5555555 0,2887048 33,28531 -0,001427721
80,65805 0,5555555 0,2887048 33,28531 -0,001427721
81,76957 0,5555555 -0,4532855 33,22657 0,009860342
82,89064 0,5555555 -0,4532855 33,22657 0,009860342
84,01784 0,5555555 -0,05344932 33,27364 0,007919195
85,15291 0,5555555 -0,05344932 33,27364 0,007919195
86,29493 0,5555555 -0,05344932 33,27364 0,007919195
87,44344 0,5555555 1,006657 33,27922 -0,001452665
88,60002 0,5555555 1,006657 33,27922 -0,001452665
89,76413 0,5555555 0,05178145 33,2646 0,01048418
90,93544 0,5555555 0,05178145 33,2646 0,01048418
92,11304 0,5555555 0,05178145 33,2646 0,01048418
93,29716 0,5555555 -0,3898664 33,32302 0,02347853
94,48824 0,5555555 -0,3898664 33,32302 0,02347853
95,68578 0,5555555 -0,3898664 33,32302 0,02347853
96,88969 0,5555555 0,7881723 33,31276 0,02049907
98,10076 0,5555555 0,7881723 33,31276 0,02049907
99,31827 0,5555555 0,7881723 33,31276 0,02049907
100,542 0,5555555 0,3728179 33,28121 0,01877958
101,7727 0,5555555 0,3728179 33,28121 0,01877958
103,0097 0,5555555 0,3728179 33,28121 0,01877958
104,253 0,5555555 0,9043544 33,24774 0,02454769
105,5034 0,5555555 0,9043544 33,24774 0,02454769
106,7598 0,5555555 0,9043544 33,24774 0,02454769
108,0227 0,5555555 0,9043544 33,24774 0,02454769
109,2922 0,5555555 0,3444284 33,17622 0,02799435
110,5687 0,5555555 0,3444284 33,17622 0,02799435
111,8512 0,5555555 0,3444284 33,17622 0,02799435
113,1399 0,5555555 -0,1263437 33,08258 0,03298333
114,4356 0,5555555 -0,1263437 33,08258 0,03298333
115,7375 0,5555555 -0,1263437 33,08258 0,03298333
117,0456 0,5555555 -0,09221502 33,06846 0,04129436
118,3611 0,5555555 -0,09221502 33,06846 0,04129436
119,6827 0,5555555 -0,09221502 33,06846 0,04129436
121,0108 0,5555555 1,206389 33,0241 0,04078771
122,347 0,5555555 1,206389 33,0241 0,04078771
123,6899 0,5555555 1,206389 33,0241 0,04078771
125,04 0,5555555 0,8926775 32,92074 0,05167589
126,3973 0,5555555 0,8926775 32,92074 0,05167589
127,761 0,5555555 0,2069169 32,87293 0,05410056
129,1318 0,5555555 0,2069169 32,87293 0,05410056
130,509 0,5555555 0,2069169 32,87293 0,05410056
131,8931 0,5555555 0,1821357 32,83072 0,05884286
133,2843 0,5555555 0,1821357 32,83072 0,05884286
134,6815 0,5555555 0,1821357 32,83072 0,05884286
136,0856 0,5555555 0,8811461 32,85036 0,05889082
137,4968 0,5555555 0,8811461 32,85036 0,05889082
138,9142 0,5555555 0,8811461 32,85036 0,05889082
140,3387 0,5555555 0,2250151 32,74695 0,07275431
141,7701 0,5555555 0,2250151 32,74695 0,07275431
143,208 0,5555555 0,2250151 32,74695 0,07275431
144,6521 0,5555555 1,053339 32,64075 0,0692969
146,103 0,5555555 1,053339 32,64075 0,0692969
147,5619 0,5555555 1,053339 32,64075 0,0692969
149,0279 0,5555555 0,1744901 32,57398 0,07525195
150,5013 0,5555555 0,1744901 32,57398 0,07525195
151,9811 0,5555555 0,1744901 32,57398 0,07525195
153,4679 0,5555555 1,062276 32,53685 0,07755226
154,9629 0,5555555 1,062276 32,53685 0,07755226
156,4654 0,5555555 1,062276 32,53685 0,07755226
157,975 0,5555555 1,021743 32,42433 0,0702972
159,4917 0,5555555 1,021743 32,42433 0,0702972
161,0152 0,5555555 0,9608996 32,32339 0,06530204
162,5457 0,5555555 0,9608996 32,32339 0,06530204
164,086 0,5555555 0,9608996 32,32339 0,06530204
165,6331 0,5555555 0,219021 32,2276 0,07026619
167,1871 0,5555555 0,219021 32,2276 0,07026619
168,7482 0,5555555 0,219021 32,2276 0,07026619
170,3163 0,5555555 0,04572666 32,24052 0,0704111
171,8925 0,5555555 0,04572666 32,24052 0,0704111
173,4757 0,5555555 0,4051659 32,1701 0,08244351
175,067 0,5555555 0,4051659 32,1701 0,08244351
176,6668 0,5555555 0,4051659 32,1701 0,08244351
178,2733 0,5555555 0,7727215 32,06433 0,06986796
179,8882 0,5555555 0,7727215 32,06433 0,06986796
181,5105 0,5555555 0,7727215 32,06433 0,06986796
183,1391 0,5555555 0,674558 32,0611 0,06987348
184,777 0,5555555 0,674558 32,0611 0,06987348
186,4213 0,5555555 0,4978064 31,98768 0,08156454
188,0749 0,5555555 0,4978064 31,98768 0,08156454
189,7348 0,5555555 0,4978064 31,98768 0,08156454
191,4017 0,5555555 0,7476256 31,86009 0,07598533
193,077 0,5555555 0,7476256 31,86009 0,07598533
194,7595 0,5555555 0,7476256 31,86009 0,07598533
196,4495 0,5555555 0,3843619 31,7756 0,0783352
198,1475 0,5555555 0,3843619 31,7756 0,0783352
199,8532 0,5555555 0,9179836 31,62579 0,07966806
201,5667 0,5555555 0,9179836 31,62579 0,07966806
203,2874 0,5555555 0,9179836 31,62579 0,07966806
205,0151 0,5555555 0,4852076 31,52942 0,08496787
206,7518 0,5555555 0,4852076 31,52942 0,08496787
208,4957 0,5555555 0,1666907 31,46113 0,08055817
210,2474 0,5555555 0,1666907 31,46113 0,08055817
212,0059 0,5555555 0,1666907 31,46113 0,08055817
213,7717 0,5555555 0,9775528 31,45831 0,08307417
215,5447 0,5555555 0,9775528 31,45831 0,08307417
217,3239 0,5555555 0,9775528 31,45831 0,08307417
219,1102 0,5555555 0,1151969 31,3858 0,08987802
220,9041 0,5555555 0,1151969 31,3858 0,08987802
222,7045 0,5555555 0,1151969 31,3858 0,08987802
224,5116 0,5555555 0,8533593 31,34951 0,08641803
226,3265 0,5555555 0,8533593 31,34951 0,08641803
228,1482 0,5555555 0,8533593 31,34951 0,08641803
229,9771 0,5555555 0,887638 31,28115 0,07480218
231,8137 0,5555555 0,887638 31,28115 0,07480218
233,6571 0,5555555 0,7328424 31,15249 0,07927144
235,5081 0,5555555 0,7328424 31,15249 0,07927144
237,3662 0,5555555 0,7328424 31,15249 0,07927144
239,2306 0,5555555 0,03052584 31,05921 0,08295942
241,1048 0,5555555 0,03052584 31,05921 0,08295942
242,9852 0,5555555 0,03052584 31,05921 0,08295942
244,873 0,5555555 0,9058263 31,06309 0,08215211
246,7691 0,5555555 0,9058263 31,06309 0,08215211
248,673 0,5555555 -0,02255636 30,99925 0,08912674
250,5843 0,5555555 -0,02255636 30,99925 0,08912674
252,5033 0,5555555 -0,02255636 30,99925 0,08912674
254,4294 0,5555555 0,3782555 30,96362 0,09003758
256,3648 0,5555555 0,3782555 30,96362 0,09003758
258,3063 0,5555555 0,3782555 30,96362 0,09003758
260,2539 0,5555555 1,474292 30,90619 0,07660317
262,2087 0,5555555 1,474292 30,90619 0,07660317
264,1698 0,5555555 1,474292 30,90619 0,07660317
266,1374 0,5555555 0,3267039 30,92484 0,08038615
268,1125 0,5555555 0,3267039 30,92484 0,08038615
270,0939 0,5555555 0,3267039 30,92484 0,08038615
272,0833 0,5555555 0,4574586 30,96616 0,0786354
274,0806 0,5555555 0,4574586 30,96616 0,0786354
276,084 0,5555555 0,3001807 30,99563 0,0824682
278,0943 0,5555555 0,3001807 30,99563 0,0824682
280,1118 0,5555555 0,3001807 30,99563 0,0824682
282,1354 0,5555555 -0,09753551 30,96061 0,08778974
284,1679 0,5555555 -0,09753551 30,96061 0,08778974
286,2078 0,5555555 -0,09753551 30,96061 0,08778974
288,2541 0,5555555 1,301317 30,84631 0,07355669
290,307 0,5555555 1,301317 30,84631 0,07355669
292,3666 0,5555555 1,301317 30,84631 0,07355669
294,4333 0,5555555 -0,07325618 30,78222 0,07719417
296,5081 0,5555555 -0,07325618 30,78222 0,07719417
298,589 0,5555555 -0,07325618 30,78222 0,07719417
300,6761 0,5555555 0,820227 30,71759 0,08881776
302,7709 0,5555555 0,820227 30,71759 0,08881776
304,8714 0,5555555 0,820227 30,71759 0,08881776
306,9798 0,5555555 0,7282934 30,57807 0,08940712
309,0952 0,5555555 0,7282934 30,57807 0,08940712
311,218 0,5555555 0,7282934 30,57807 0,08940712
313,3464 0,5555555 1,05335 30,48684 0,07764237
315,4826 0,5555555 1,05335 30,48684 0,07764237
317,6249 0,5555555 1,05335 30,48684 0,07764237
319,7735 0,5555555 0,6438745 30,42288 0,08325393
321,9298 0,5555555 0,6438745 30,42288 0,08325393
324,0919 0,5555555 0,6438745 30,42288 0,08325393
326,2604 0,5555555 0,2659148 30,32356 0,09184702
328,4365 0,5555555 0,2659148 30,32356 0,09184702
330,6191 0,5555555 0,2659148 30,32356 0,09184702
332,8084 0,5555555 1,0589 30,29184 0,08351514
335,0057 0,5555555 1,0589 30,29184 0,08351514
337,2093 0,5555555 0,02527648 30,27541 0,08368184
339,4199 0,5555555 0,02527648 30,27541 0,08368184
341,6372 0,5555555 0,02527648 30,27541 0,08368184
343,8611 0,5555555 -0,1349082 30,28113 0,09499556
346,0932 0,5555555 -0,1349082 30,28113 0,09499556
348,331 0,5555555 -0,1349082 30,28113 0,09499556
350,5759 0,5555555 0,7552909 30,16491 0,08742183
352,8278 0,5555555 0,7552909 30,16491 0,08742183
355,0857 0,5555555 0,7552909 30,16491 0,08742183
357,3498 0,5555555 0,5145212 30,14555 0,09058326
359,6208 0,5555555 0,5145212 30,14555 0,09058326
361,8982 0,5555555 0,5145212 30,14555 0,09058326
364,1821 0,5555555 1,281948 30,07693 0,08495607
366,4726 0,5555555 1,281948 30,07693 0,08495607
368,7708 0,5555555 1,281948 30,07693 0,08495607
371,0758 0,5555555 0,1749278 29,9374 0,09197289
373,3877 0,5555555 0,1749278 29,9374 0,09197289
375,7059 0,5555555 0,1749278 29,9374 0,09197289
378,0307 0,5555555 0,2430979 29,86831 0,09460062
380,3622 0,5555555 0,2430979 29,86831 0,09460062
382,6996 0,5555555 0,2430979 29,86831 0,09460062
385,044 0,5555555 1,572133 29,78709 0,09395204
387,3952 0,5555555 1,572133 29,78709 0,09395204
389,7529 0,5555555 1,572133 29,78709 0,09395204
392,1178 0,5555555 0,5706246 29,63336 0,09571714
394,4897 0,5555555 0,5706246 29,63336 0,09571714
396,8677 0,5555555 0,5706246 29,63336 0,09571714
399,252 0,5555555 0,04259398 29,54039 0,09135658
401,6433 0,5555555 0,04259398 29,54039 0,09135658
404,0406 0,5555555 0,04259398 29,54039 0,09135658
406,4446 0,5555555 0,7910843 29,52893 0,0955134
408,8561 0,5555555 0,7910843 29,52893 0,0955134
411,2748 0,5555555 0,7910843 29,52893 0,0955134
413,6997 0,5555555 0,7576591 29,38041 0,09746223
416,1319 0,5555555 0,7576591 29,38041 0,09746223
418,5708 0,5555555 0,7576591 29,38041 0,09746223
421,0169 0,5555555 1,05291 29,28011 0,08150668
423,4706 0,5555555 1,05291 29,28011 0,08150668
425,9303 0,5555555 1,05291 29,28011 0,08150668
428,3968 0,5555555 0,3658689 29,26571 0,09159418
430,8713 0,5555555 0,3658689 29,26571 0,09159418
433,3523 0,5555555 0,3658689 29,26571 0,09159418
435,8401 0,5555555 0,929844 29,1476 0,08695079
438,3346 0,5555555 0,929844 29,1476 0,08695079
440,8354 0,5555555 0,929844 29,1476 0,08695079
443,3441 0,5555555 0,4062774 29,07163 0,07045914
445,8607 0,5555555 0,4062774 29,07163 0,07045914
448,3845 0,5555555 0,5505843 28,93002 0,07155398
450,9159 0,5555555 0,5505843 28,93002 0,07155398
453,4536 0,5555555 0,5505843 28,93002 0,07155398
455,9981 0,5555555 -0,4036222 28,91006 0,07369494
458,5504 0,5555555 -0,4036222 28,91006 0,07369494
461,1089 0,5555555 -0,4036222 28,91006 0,07369494
463,6746 0,5555555 0,1216056 28,86481 0,08094692
466,2474 0,5555555 0,1216056 28,86481 0,08094692
468,8263 0,5555555 0,1216056 28,86481 0,08094692
471,412 0,5555555 0,3099546 28,88494 0,08282325
474,0047 0,5555555 0,3099546 28,88494 0,08282325
476,6035 0,5555555 0,3099546 28,88494 0,08282325
479,209 0,5555555 0,6355383 28,916 0,08460163
481,8213 0,5555555 0,6355383 28,916 0,08460163
484,44 0,5555555 0,6355383 28,916 0,08460163
487,0652 0,5555555 0,08251303 28,84986 0,1013582
489,6976 0,5555555 0,08251303 28,84986 0,1013582
492,3363 0,5555555 0,08251303 28,84986 0,1013582
494,981 0,5555555 0,5641856 28,7709 0,09747435
497,6332 0,5555555 0,5641856 28,7709 0,09747435
500,2915 0,5555555 0,5641856 28,7709 0,09747435
502,9566 0,5555555 0,3059911 28,75336 0,1073444
505,6285 0,5555555 0,3059911 28,75336 0,1073444
508,3068 0,5555555 0,3059911 28,75336 0,1073444
510,9913 0,5555555 0,8433831 28,74249 0,1161059
513,6823 0,5555555 0,8433831 28,74249 0,1161059
516,3795 0,5555555 0,8433831 28,74249 0,1161059
519,0831 0,5555555 0,4082184 28,63257 0,1215364
521,7941 0,5555555 0,4082184 28,63257 0,1215364
524,5115 0,5555555 0,4082184 28,63257 0,1215364
527,2353 0,5555555 1,564511 28,51952 0,1212751
529,9665 0,5555555 1,564511 28,51952 0,1212751
532,7036 0,5555555 1,564511 28,51952 0,1212751
535,4479 0,5555555 0,603468 28,4802 0,1198424
538,1992 0,5555555 0,603468 28,4802 0,1198424
540,957 0,5555555 0,603468 28,4802 0,1198424
543,7209 0,5555555 0,3722379 28,48073 0,123476
546,4918 0,5555555 0,3722379 28,48073 0,123476
549,269 0,5555555 0,3722379 28,48073 0,123476
552,0526 0,5555555 -0,007684567 28,48266 0,1240107
554,8447 0,5555555 -0,007684567 28,48266 0,1240107
557,6438 0,5555555 -0,007684567 28,48266 0,1240107
560,4506 0,5555555 0,8426948 28,46399 0,1195599
563,2645 0,5555555 0,8426948 28,46399 0,1195599
566,085 0,5555555 0,8426948 28,46399 0,1195599
568,9119 0,5555555 -0,0222387 28,40455 0,127955
571,7471 0,5555555 -0,0222387 28,40455 0,127955
574,5895 0,5555555 -0,0222387 28,40455 0,127955
577,438 0,5555555 0,4336469 28,29515 0,1337747
580,2961 0,5555555 0,4336469 28,29515 0,1337747
583,1606 0,5555555 0,5305968 28,24776 0,1366015
586,033 0,5555555 0,5305968 28,24776 0,1366015
588,9126 0,5555555 0,5305968 28,24776 0,1366015
591,7993 0,5555555 0,6086947 28,21419 0,1419462
594,6938 0,5555555 0,6086947 28,21419 0,1419462
597,5954 0,5555555 0,6086947 28,21419 0,1419462
600,504 0,5555555 0,3222431 28,11627 0,1549256
603,4203 0,5555555 0,3222431 28,11627 0,1549256
606,3433 0,5555555 0,8563254 27,98903 0,1434955
609,2741 0,5555555 0,8563254 27,98903 0,1434955
612,2119 0,5555555 0,8563254 27,98903 0,1434955
615,1558 0,5555555 1,243587 27,83028 0,1470705
618,1075 0,5555555 1,243587 27,83028 0,1470705
621,0662 0,5555555 1,243587 27,83028 0,1470705
624,0322 0,5555555 1,215294 27,60968 0,1490949
627,0056 0,5555555 1,215294 27,60968 0,1490949
629,9862 0,5555555 1,215294 27,60968 0,1490949
632,973 0,5555555 0,2937788 27,53083 0,1469745
635,9671 0,5555555 0,2937788 27,53083 0,1469745
638,9677 0,5555555 0,2937788 27,53083 0,1469745
641,9757 0,5555555 1,441418 27,37749 0,1422317
644,9913 0,5555555 1,441418 27,37749 0,1422317
648,0142 0,5555555 1,441418 27,37749 0,1422317
651,0434 0,5555555 0,9545172 27,15742 0,1329488
654,0804 0,5555555 0,9545172 27,15742 0,1329488
657,1245 0,5555555 0,7800327 26,99289 0,117161
660,1758 0,5555555 0,7800327 26,99289 0,117161
663,2342 0,5555555 0,7800327 26,99289 0,117161
666,2987 0,5555555 0,293397 26,87272 0,1150391
669,371 0,5555555 0,293397 26,87272 0,1150391
672,4504 0,5555555 0,293397 26,87272 0,1150391
675,5371 0,5555555 0,5294763 26,73384 0,1071182
678,6316 0,5555555 0,5294763 26,73384 0,1071182
681,733 0,5555555 0,5294763 26,73384 0,1071182
684,8414 0,5555555 0,2950045 26,56203 0,1085944
687,9575 0,5555555 0,2950045 26,56203 0,1085944
691,0803 0,5555555 0,2950045 26,56203 0,1085944
694,2093 0,5555555 1,115007 26,36548 0,09547875
697,3462 0,5555555 1,115007 26,36548 0,09547875
700,489 0,5555555 1,115007 26,36548 0,09547875
703,6393 0,5555555 -0,3733022 26,24168 0,1005994
706,7961 0,5555555 -0,3733022 26,24168 0,1005994
709,9601 0,5555555 0,2464332 26,25 0,08728214
713,1312 0,5555555 0,2464332 26,25 0,08728214
716,309 0,5555555 0,2464332 26,25 0,08728214
719,4941 0,5555555 -0,06570342 26,19228 0,1059816
722,687 0,5555555 -0,06570342 26,19228 0,1059816
725,8862 0,5555555 -0,06570342 26,19228 0,1059816
729,0923 0,5555555 0,5514932 26,06399 0,095581
732,306 0,5555555 0,5514932 26,06399 0,095581
735,5258 0,5555555 0,5514932 26,06399 0,095581
738,7518 0,5555555 -0,00645231 25,90691 0,08963431
741,9848 0,5555555 -0,00645231 25,90691 0,08963431
745,2241 0,5555555 -0,00645231 25,90691 0,08963431
748,4701 0,5555555 1,267236 25,79952 0,1079239
751,723 0,5555555 1,267236 25,79952 0,1079239
754,9824 0,5555555 1,267236 25,79952 0,1079239
758,2488 0,5555555 1,032982 25,61766 0,1036434
761,5224 0,5555555 1,032982 25,61766 0,1036434
764,8021 0,5555555 1,032982 25,61766 0,1036434
768,0884 0,5555555 0,939868 25,42059 0,09305978
771,3819 0,5555555 0,939868 25,42059 0,09305978
774,6812 0,5555555 0,939868 25,42059 0,09305978
777,9875 0,5555555 0,6540046 25,28824 0,1027357
781,301 0,5555555 0,6540046 25,28824 0,1027357
784,6217 0,5555555 0,6540046 25,28824 0,1027357
787,9486 0,5555555 0,2393263 25,17041 0,09847163
791,2835 0,5555555 0,2393263 25,17041 0,09847163
794,6252 0,5555555 0,2393263 25,17041 0,09847163
797,9741 0,5555555 0,06482165 25,08312 0,09400991
801,3309 0,5555555 0,06482165 25,08312 0,09400991
804,6955 0,5555555 0,2354681 25,06803 0,1074186
808,0674 0,5555555 0,2354681 25,06803 0,1074186
811,4455 0,5555555 0,2354681 25,06803 0,1074186
814,8306 0,5555555 0,8149774 24,99036 0,09845504
818,2234 0,5555555 0,8149774 24,99036 0,09845504
821,6231 0,5555555 0,8149774 24,99036 0,09845504
825,0298 0,5555555 0,04931298 24,84637 0,08118981
828,4442 0,5555555 0,04931298 24,84637 0,08118981
831,8647 0,5555555 0,04931298 24,84637 0,08118981
835,292 0,5555555 1,393309 24,74882 0,09367184
838,727 0,5555555 1,393309 24,74882 0,09367184
842,1692 0,5555555 1,393309 24,74882 0,09367184
845,6177 0,5555555 0,9622945 24,57929 0,09422421
849,0731 0,5555555 0,9622945 24,57929 0,09422421
852,5358 0,5555555 0,9622945 24,57929 0,09422421
856,0046 0,5555555 0,6345725 24,37534 0,0907108
859,4811 0,5555555 0,6345725 24,37534 0,0907108
862,9636 0,5555555 0,6345725 24,37534 0,0907108
866,4523 0,5555555 -0,3189541 24,2574 0,09195267
869,9478 0,5555555 -0,3189541 24,2574 0,09195267
873,4493 0,5555555 -0,3189541 24,2574 0,09195267
876,9574 0,5555555 0,5319237 24,1794 0,08944196
880,4724 0,5555555 0,5319237 24,1794 0,08944196
883,9938 0,5555555 0,5319237 24,1794 0,08944196
887,5213 0,5555555 -0,1400696 24,18112 0,09938474
891,0565 0,5555555 -0,1400696 24,18112 0,09938474
894,5978 0,5555555 -0,1400696 24,18112 0,09938474
898,1453 0,5555555 0,9022827 24,18355 0,1015212
901,6996 0,5555555 0,9022827 24,18355 0,1015212
905,2605 0,5555555 0,9022827 24,18355 0,1015212
908,8284 0,5555555 -0,0379301 24,18069 0,1113456
912,4039 0,5555555 -0,0379301 24,18069 0,1113456
915,986 0,5555555 -0,0379301 24,18069 0,1113456
919,5745 0,5555555 0,2402468 24,08415 0,1247907
923,1699 0,5555555 0,2402468 24,08415 0,1247907
926,7722 0,5555555 0,2402468 24,08415 0,1247907
930,3809 0,5555555 1,436889 23,84063 0,1287722
933,9968 0,5555555 1,436889 23,84063 0,1287722
937,6187 0,5555555 1,436889 23,84063 0,1287722
941,2468 0,5555555 1,128153 23,55996 0,1240834
944,8818 0,5555555 1,128153 23,55996 0,1240834
948,5229 0,5555555 1,128153 23,55996 0,1240834
952,1702 0,5555555 -0,158374 23,39444 0,1318951
955,8246 0,5555555 -0,158374 23,39444 0,1318951
959,4855 0,5555555 -0,158374 23,39444 0,1318951
963,1528 0,5555555 1,380288 23,17433 0,1165792
966,8276 0,5555555 1,380288 23,17433 0,1165792
970,5094 0,5555555 1,380288 23,17433 0,1165792
974,1987 0,5555555 0,3485581 23,02662 0,1382068
977,895 0,5555555 0,3485581 23,02662 0,1382068
981,5978 0,5555555 0,3485581 23,02662 0,1382068
985,3071 0,5555555 0,9384465 22,89046 0,1301787
989,0235 0,5555555 0,9384465 22,89046 0,1301787
992,7462 0,5555555 0,9384465 22,89046 0,1301787
996,4751 0,5555555 -0,4549701 22,67968 0,1254826
1000,211 0,5555555 -0,4549701 22,67968 0,1254826
1003,954 0,5555555 -0,4549701 22,67968 0,1254826
1007,703 0,5555555 0,8083502 22,63104 0,13156
1011,459 0,5555555 0,8083502 22,63104 0,13156
1015,221 0,5555555 0,8083502 22,63104 0,13156
1018,991 0,5555555 0,1320912 22,50608 0,1534853
1022,768 0,5555555 0,1320912 22,50608 0,1534853
1026,552 0,5555555 1,146223 22,28739 0,1376766
1030,344 0,5555555 1,146223 22,28739 0,1376766
1034,142 0,5555555 1,146223 22,28739 0,1376766
1037,947 0,5555555 0,8565689 22,1018 0,148237
1041,759 0,5555555 0,8565689 22,1018 0,148237
1045,578 0,5555555 0,8565689 22,1018 0,148237
1049,404 0,5555555 0,728912 21,92884 0,1386368
1053,237 0,5555555 0,728912 21,92884 0,1386368
1057,079 0,5555555 0,728912 21,92884 0,1386368
1060,926 0,5555555 1,247378 21,74557 0,1345321
1064,781 0,5555555 1,247378 21,74557 0,1345321
1068,644 0,5555555 1,247378 21,74557 0,1345321
1072,512 0,5555555 0,2963351 21,68532 0,131599
1076,387 0,5555555 0,2963351 21,68532 0,131599
1080,269 0,5555555 0,2963351 21,68532 0,131599
1084,156 0,5555555 0,3792265 21,54895 0,1342169
1088,051 0,5555555 0,3792265 21,54895 0,1342169
1091,952 0,5555555 0,3792265 21,54895 0,1342169
1095,86 0,5555555 0,8787625 21,31794 0,1159686
1099,774 0,5555555 0,8787625 21,31794 0,1159686
1103,695 0,5555555 0,8787625 21,31794 0,1159686
1107,621 0,5555555 -0,07559735 21,18868 0,1051893
1111,556 0,5555555 -0,07559735 21,18868 0,1051893
1115,496 0,5555555 -0,07559735 21,18868 0,1051893
1119,443 0,5555555 0,7744994 21,14375 0,1063237
1123,397 0,5555555 0,7744994 21,14375 0,1063237
