time omega_ref omega alpha_ref  fwd
1127,357 0,5555555 0,7744994 21,14375 0,1063237
1131,324 0,5555555 0,475085 21,01074 0,1100122
1135,298 0,5555555 0,475085 21,01074 0,1100122
1139,278 0,5555555 0,475085 21,01074 0,1100122
1143,265 0,5555555 0,413226 21,00341 0,1029814
1147,258 0,5555555 0,413226 21,00341 0,1029814
1151,258 0,5555555 0,413226 21,00341 0,1029814
1155,264 0,5555555 1,205997 20,90444 0,09755615
1159,277 0,5555555 1,205997 20,90444 0,09755615
1163,297 0,5555555 1,205997 20,90444 0,09755615
1167,324 0,5555555 0,8596399 20,74159 0,09854829
1171,357 0,5555555 0,8596399 20,74159 0,09854829
1175,396 0,5555555 0,8596399 20,74159 0,09854829
1179,442 0,5555555 0,379562 20,599 0,08631261
1183,495 0,5555555 0,379562 20,599 0,08631261
1187,556 0,5555555 0,379562 20,599 0,08631261
1191,624 0,5555555 -0,2043948 20,39218 0,07999431
1195,699 0,5555555 -0,2043948 20,39218 0,07999431
1199,781 0,5555555 -0,2043948 20,39218 0,07999431
1203,869 0,5555555 0,1629533 20,21117 0,07767525
1207,965 0,5555555 0,1629533 20,21117 0,07767525
1212,069 0,5555555 1,315594 20,13905 0,06792842
1216,181 0,5555555 1,315594 20,13905 0,06792842
1220,303 0,5555555 1,315594 20,13905 0,06792842
1224,432 0,5555555 0,5691247 20,02411 0,08653219
1228,571 0,5555555 0,5691247 20,02411 0,08653219
1232,717 0,5555555 -0,1552657 19,86062 0,08111037
1236,872 0,5555555 -0,1552657 19,86062 0,08111037
1241,033 0,5555555 -0,1552657 19,86062 0,08111037
1245,201 0,5555555 0,8821612 19,68949 0,06899533
1249,377 0,5555555 0,8821612 19,68949 0,06899533
1253,56 0,5555555 0,8821612 19,68949 0,06899533
1257,75 0,5555555 0,8602179 19,59848 0,06370699
1261,949 0,5555555 0,8602179 19,59848 0,06370699
1266,155 0,5555555 -0,3076483 19,61214 0,08124137
1270,368 0,5555555 -0,3076483 19,61214 0,08124137
1274,588 0,5555555 -0,3076483 19,61214 0,08124137
1278,814 0,5555555 0,1398789 19,53951 0,0807601
1283,047 0,5555555 0,1398789 19,53951 0,0807601
1287,286 0,5555555 0,1398789 19,53951 0,0807601
1291,532 0,5555555 1,054991 19,47129 0,05513983
1295,785 0,5555555 1,054991 19,47129 0,05513983
1300,043 0,5555555 1,054991 19,47129 0,05513983
1304,308 0,5555555 -0,05594182 19,48897 0,08042167
1308,581 0,5555555 -0,05594182 19,48897 0,08042167
1312,859 0,5555555 -0,05594182 19,48897 0,08042167
1317,145 0,5555555 1,378247 19,30776 0,09402241
1321,438 0,5555555 1,378247 19,30776 0,09402241
1325,736 0,5555555 1,378247 19,30776 0,09402241
1330,042 0,5555555 0,2422627 19,10458 0,08437643
1334,355 0,5555555 0,2422627 19,10458 0,08437643
1338,674 0,5555555 0,2422627 19,10458 0,08437643
1343 0,5555555 0,8897658 19,00628 0,1007111
1347,333 0,5555555 0,8897658 19,00628 0,1007111
1351,672 0,5555555 0,8897658 19,00628 0,1007111
1356,018 0,5555555 0,002152913 18,89675 0,1021939
1360,373 0,5555555 0,002152913 18,89675 0,1021939
1364,734 0,5555555 0,002152913 18,89675 0,1021939
1369,102 0,5555555 1,451905 18,77199 0,1043405
1373,476 0,5555555 1,451905 18,77199 0,1043405
1377,857 0,5555555 1,451905 18,77199 0,1043405
1382,244 0,5555555 1,019127 18,60877 0,1095451
1386,639 0,5555555 1,019127 18,60877 0,1095451
1391,039 0,5555555 1,019127 18,60877 0,1095451
1395,446 0,5555555 0,5823779 18,4734 0,09727257
1399,86 0,5555555 0,5823779 18,4734 0,09727257
1404,281 0,5555555 0,5823779 18,4734 0,09727257
1408,708 0,5555555 -0,1255618 18,40573 0,0962697
1413,144 0,5555555 -0,1255618 18,40573 0,0962697
1417,586 0,5555555 -0,1255618 18,40573 0,0962697
1422,034 0,5555555 1,278525 18,27636 0,08634496
1426,49 0,5555555 1,278525 18,27636 0,08634496
1430,953 0,5555555 1,278525 18,27636 0,08634496
1435,421 0,5555555 0,2477844 18,19505 0,0901835
1439,897 0,5555555 0,2477844 18,19505 0,0901835
1444,38 0,5555555 0,2477844 18,19505 0,0901835
1448,869 0,5555555 0,1386052 18,07835 0,08414976
1453,367 0,5555555 0,1386052 18,07835 0,08414976
1457,871 0,5555555 -0,1840146 18,02411 0,08926453
1462,384 0,5555555 -0,1840146 18,02411 0,08926453
1466,903 0,5555555 -0,1840146 18,02411 0,08926453
1471,429 0,5555555 1,125938 17,85709 0,07559483
1475,962 0,5555555 1,125938 17,85709 0,07559483
1480,503 0,5555555 1,125938 17,85709 0,07559483
1485,05 0,5555555 -0,003855251 17,85184 0,09486944
1489,606 0,5555555 -0,003855251 17,85184 0,09486944
1494,168 0,5555555 -0,003855251 17,85184 0,09486944
1498,738 0,5555555 -0,05552336 17,78901 0,09518062
1503,315 0,5555555 -0,05552336 17,78901 0,09518062
1507,899 0,5555555 0,3712659 17,81651 0,111938
